firstname;male;female
ALEN;345;0
ALENA;0;871
ALENKA;0;31
ALENZO;313;0
ALEPH;22;0
ALERIA;0;20
ALES;241;0
ALESANDRO;38;0
ALESIA;0;447
ALESIO;140;0
ALESIU;35;0
ALESSA;0;181
ALESSANDRA;0;851
ALESSANDRO;3900;0
ALESSI;20;0
ALESSIA;0;3212
ALESSIO;8095;0
ALESSYA;0;132
ALESSYO;143;0
ALETH;0;818
ALETTE;0;28
ALEV;0;202
ALEX;31319;648
ALEX-ANNE;0;21
ALEXA;0;2132
ALEXAN;161;0
ALEXANA;0;20
ALEXANDAR;58;0
ALEXANDER;2536;0
ALEXANDR;63;0
ALEXANDRA;30;93310
ALEXANDRE;303995;230
ALEXANDRE-BENOIT;26;0
ALEXANDRIA;0;41
ALEXANDRIE;0;203
ALEXANDRINA;0;239
ALEXANDRINE;0;14075
ALEXANDRO;687;0
ALEXANDROS;92;0
ALEXANDRU;603;0
ALEXANDRY;0;22
ALEXANE;0;3687
ALEXANNE;0;306
ALEXE;0;204
ALEXEI;310;0
ALEXENDRE;24;0
ALEXEY;71;0
ALEXI;1862;26
ALEXIA;20;37491
ALEXIAN;674;0
ALEXIANA;0;33
ALEXIANE;0;2314
ALEXIANNE;0;157
ALEXIAS;0;44
ALEXIDE;0;35
ALEXIE;20;1562
ALEXIN;107;0
ALEXINA;0;1223
ALEXINE;0;1806
ALEXIO;250;0
ALEXIOS;23;0
ALEXIS;149859;408
ALEXY;4604;85
ALEXYA;0;296
ALEXYAN;21;0
ALEXYANE;0;43
ALEXYNE;0;24
ALEXYS;369;0
ALEYA;0;90
ALEYAH;0;68
ALEYNA;0;2841
ALEYNA-NUR;0;25
ALEZIA;0;99
ALEZIO;260;0
ALFA;59;0
ALFAYED;34;0
ALFEO;32;0
ALFIA;0;20
ALFIE;81;0
ALFIO;119;0
ALFIYA;0;51
ALFONS;21;0
ALFONSE;22;0
ALFONSINA;0;20
ALFONSO;620;0
ALFOUSSENY;29;0
ALFOUSSEYNI;24;0
ALFRED;65872;27
ALFREDA;0;5421
ALFREDE;31;180
ALFREDINE;0;987
ALFREDO;1142;0
ALGIA;0;61
ALHADJI;41;0
ALHAN;192;0
ALHANA;0;20
ALHASSAN;87;0
ALHASSANA;56;0
ALHASSANE;299;0
ALHENA;0;70
ALHOUSSEYNI;30;0
ALHYA;0;112
ALI;29186;48
ALI-ASAF;23;0
ALI-CAN;22;0
ALI-EREN;42;0
ALI-IHSAN;22;0
ALI-IMRAN;32;0
ALI-OSMAN;53;0
ALI-RIZA;26;0
ALIA;28;4494
ALIAA;0;27
ALIAH;0;229
ALIAN;21;0
ALIANA;0;237
ALIANE;28;0
ALIANNA;0;21
ALIAS;58;0
ALIAUME;77;0
ALIBERT;100;0
ALIC;37;0
ALICA;0;33
ALICAN;128;0
ALICE;122;204107
ALICE-ANNE;0;49
ALICE-MARIE;0;28
ALICEA;0;22
ALICIA;0;51643
ALICIANE;0;86
ALICIO;39;0
ALICJA;0;128
ALICK;150;0
ALICYA;0;598
ALIDA;0;2222
ALIDOR;94;0
ALIE;0;78
ALIENOR;0;5132
ALIENORE;0;29
ALIETTE;0;3858
ALIF;30;0
ALIFA;0;27
ALIHA;0;27
ALIHAN;161;0
ALIHYA;0;26
ALIIHSAN;23;0
ALIJA;22;0
ALIK;85;0
ALIKA;0;51
ALIKHAN;23;0
ALIKI;0;20
ALIM;474;0
ALIMA;0;933
ALIMAMI;20;0
ALIMAMY;28;0
ALIMATA;0;117
ALIMATOU;0;146
ALIME;0;48
ALIMOU;41;0
ALIN;475;40
ALINA;0;2656
ALINDA;0;31
ALINE;0;90832
ALINE-MARIE;0;29
ALIOCHA;313;0
ALIONA;0;243
ALIOSHA;51;0
ALIOSMAN;20;0
ALIOU;818;0
ALIOUNE;561;0
ALIOUNE-BADARA;31;0
ALIPIO;44;0
ALIRIZA;30;0
ALIS;0;106
ALISA;0;427
ALISAN;38;0
ALISE;0;335
ALISEA;0;260
ALISEE;0;392
ALISHA;0;449
ALISHBA;0;30
ALISIA;0;145
ALISON;43;15957
ALISONE;0;236
ALISONNE;0;40
ALISSA;0;2108
ALISSANDRE;0;86
ALISSAR;0;37
ALISSE;0;26
ALISSIA;0;1048
ALISSON;0;4380
ALISSONE;0;210
ALISSONNE;0;22
ALISSYA;0;198
ALISTAIR;737;0
ALISTER;224;0
ALISYA;0;53
ALITA;0;86
ALIX;8934;28371
ALIX-ANNE;0;57
ALIX-MARIE;0;26
ALIXAN;55;0
ALIXANE;0;65
ALIXE;0;1260
ALIXIA;0;533
ALIYA;0;6376
ALIYAAH;0;50
ALIYAH;0;5629
ALIYANA;0;44
ALIYAR;27;0
ALIYE;0;60
ALIYOU;21;0
ALIYYAH;0;54
ALIZA;0;316
ALIZE;0;2140
ALIZEA;0;760
ALIZEE;0;13818
ALIZIA;0;121
ALIZON;0;28
ALJIA;0;36
ALKALY;48;0
ALKAN;59;0
ALKIS;27;0
ALLA;27;75
ALLAA;0;22
ALLAIN;2988;0
ALLAL;170;0
ALLAN;17691;0
ALLANA;0;103
ALLANDE;126;0
ALLANE;86;0
ALLANN;51;0
ALLAOUA;111;0
ALLAOUI;41;0
ALLASSANE;58;0
ALLEGRA;0;189
ALLEGRESSE;0;24
ALLEGRIA;0;28
ALLEL;76;0
ALLEN;271;0
ALLI;41;0
ALLIA;0;259
ALLIAH;0;68
ALLIANCE;0;31
ALLIAUME;37;0
ALLICIA;0;57
ALLIE;0;89
ALLIETTE;0;224
ALLINE;0;23
ALLISON;0;5511
ALLISONE;0;30
ALLISSA;0;23
ALLISSIA;0;111
ALLISSON;0;493
ALLISTAIR;48;0
ALLISTER;50;0
ALLIX;0;36
ALLIYA;0;135
ALLIYAH;0;219
ALLON;27;0
ALLONZO;28;0
ALLY;42;230
ALLYA;0;586
ALLYAH;0;362
ALLYANA;0;34
ALLYCIA;0;177
ALLYHA;0;29
ALLYRE;53;0
ALLYRIANE;0;41
ALLYSON;0;792
ALLYSSA;0;133
ALLYSSIA;0;127
ALLYSSON;0;85
ALMA;0;7438
ALMAH;0;28
ALMAHDI;32;0
ALMAIDE;0;55
ALMAMI;22;0
ALMAMY;257;0
ALMANY;27;0
ALMANZO;66;0
ALMAS;29;205
ALMASS;0;29
ALMASSE;0;33
ALMAZ;0;47
ALMEDIN;34;0
ALMEDINA;0;33
ALMERINDA;0;41
ALMILA;0;94
ALMIN;36;0
ALMINA;0;209
ALMIR;203;0
ALMIRA;0;156
ALMIRE;303;27
ALMONZO;22;0
ALMUDENA;0;44
ALMYRE;55;0
ALNA;0;23
ALODIE;0;136
ALOE;0;57
ALOHA;0;61
ALOIS;7129;370
ALOISE;1776;692
ALOISIA;0;24
ALON;306;0
ALONA;0;112
ALONE;210;0
ALONN;22;0
ALONSO;396;0
ALONZO;1002;0
ALOU;89;0
ALOY;0;44
ALOYS;1400;0
ALOYSE;2587;161
ALOYSIA;0;115
ALOŸS;30;0
ALP;157;0
ALPARSLAN;245;0
ALPASLAN;154;0
ALPAY;113;0
ALPER;451;0
ALPEREN;588;0
ALPHA;934;0
ALPHA-OUMAR;70;0
ALPHEE;167;30
ALPHENA;0;27
ALPHONSA;0;24
ALPHONSE;43478;109
ALPHONSIA;0;116
ALPHONSINA;0;22
ALPHONSINE;0;13355
ALPHONSO;195;0
ALRIC;394;0
ALRICK;347;0
ALRIK;114;0
ALSACE;0;122
ALSENY;103;0
ALTAIR;96;0
ALTAN;159;0
ALTAY;71;0
ALTEA;0;70
ALTHEA;0;416
ALTIN;54;0
ALTINA;0;34
ALTINO;29;0
ALUNA;0;26
ALVA;0;106
ALVANA;0;49
ALVAR;29;0
ALVARO;803;0
ALVEEN;22;0
ALVIN;1892;0
ALVINA;0;734
ALVINE;147;215
ALVINN;29;0
ALVINO;30;0
ALVIRA;0;31
ALVY;39;0
ALVYN;340;0
ALVYNA;0;22
ALVYNE;25;0
ALWEN;0;53
ALWENA;0;1279
ALWENN;0;50
ALWENNA;0;274
ALWIN;280;0
ALWINE;0;109
ALWYN;46;0
ALY;1054;48
ALYA;0;9170
ALYAA;0;69
ALYAAH;0;31
ALYAH;0;1869
ALYAN;90;0
ALYANA;0;502
ALYANAH;0;44
ALYANNA;0;129
ALYCE;0;204
ALYCIA;0;5811
ALYETTE;0;329
ALYHA;0;94
ALYIA;0;116
ALYIAH;0;39
ALYMA;0;48
ALYNA;0;362
ALYNE;0;220
ALYONA;0;111
ALYOSHA;37;0
ALYOU;22;0
ALYRE;92;0
ALYS;0;399
ALYSA;0;37
ALYSE;0;58
ALYSEA;0;100
ALYSEE;0;464
ALYSHA;0;158
ALYSIA;0;89
ALYSON;0;3001
ALYSONE;0;104
ALYSONN;0;22
ALYSS;0;40
ALYSSA;0;11121
ALYSSAH;0;22
ALYSSANDRE;0;40
ALYSSE;0;207
ALYSSIA;0;4194
ALYSSIO;26;0
ALYSSON;0;1395
ALYSSONE;0;72
ALYX;84;184
ALYXE;0;32
ALYXIA;0;63
ALYZE;0;85
ALYZEA;0;146
ALYZEE;0;726
ALYZIA;0;21
ALZINA;0;61
ALZIRA;0;122
ALZIRE;34;83
AMA;0;101
AMAAN;34;0
AMABILE;0;67
AMABLE;347;34
AMAD;45;0
AMADA;28;23
AMADEA;0;32
AMADEO;363;0
AMADEU;54;0
AMADEUS;76;0
AMADI;78;0
AMADIS;43;0
AMADO;51;0
AMADOR;161;0
AMADOU;3158;0
AMADOU-TIDIANE;34;0
AMADY;98;0
AMAE;0;23
AMAEL;2280;73
AMAELLE;0;578
AMAELYS;0;22
AMAIA;0;1660
AMAIUR;57;0
AMAL;153;3538
AMALDINE;21;0
AMALE;0;645
AMALI;0;20
AMALIA;0;3947
AMALIE;0;206
AMALIO;34;0
AMALIYA;0;114
AMALLE;0;76
AMALRIC;124;0
AMALYA;0;980
AMALYAH;0;51
AMALYS;0;24
AMAN;243;46
AMANA;0;244
AMANALLAH;0;21
AMANCE;43;239
AMANCIO;33;0
AMAND;3598;0
AMANDA;0;6658
AMANDE;0;309
AMANDIN;47;0
AMANDINA;0;29
AMANDINE;0;96029
AMANDIO;127;0
AMANDO;23;0
AMANDYNE;0;123
AMANE;152;221
AMANI;197;1391
AMANIE;0;104
AMANN;25;0
AMANS;174;0
AMANT;47;0
AMANTE;0;117
AMANTHE;0;89
AMANTINE;0;37
AMANY;34;231
AMANZA;0;23
AMAPOLA;0;63
AMAR;6694;0
AMARA;967;601
AMARANDE;0;131
AMARANTE;0;59
AMARANTHE;0;29
AMARI;55;0
AMARIA;0;538
AMARILYS;0;29
AMARIN;43;0
AMARINE;0;114
AMARIS;0;38
AMARO;87;0
AMARU;68;0
AMARY;36;0
AMARYA;0;31
AMARYLLIS;0;308
AMARYS;0;23
AMATALLAH;0;31
AMATEUR;26;0
AMATH;72;0
AMATOULLAH;0;96
AMATULLAH;0;62
AMAURI;45;0
AMAURIE;0;25
AMAURINE;0;23
AMAURY;20019;0
AMAURYNE;0;38
AMAYA;0;2212
AMAYAH;0;63
AMAYAS;319;0
AMAYEL;0;44
AMAYELLE;0;50
AMAYES;104;0
AMAZIGH;94;0
AMAZIR;67;0
AMAZONE;0;27
AMBAR;0;20
AMBDILLAH;34;0
AMBDOU;21;0
AMBDOUL;21;0
AMBDOUL-KARIM;27;0
AMBDOULLAH;23;0
AMBDOURAHAMANE;20;0
AMBDOUROIHAMANE;22;0
AMBELINE;0;35
AMBER;0;541
AMBERINE;0;20
AMBERLY;0;30
AMBRA;0;131
AMBRE;72;56359
AMBRE-MARIE;0;23
AMBREEN;0;36
AMBRINE;0;2636
AMBROISE;8050;209
AMBROISINE;0;1836
AMBROSE;81;0
AMBROSIA;0;47
AMBROSIO;35;0
AMBRYNE;0;65
AMDJAD;67;0
AMDJED;24;0
AMDY;47;0
AME;131;0
AMED;371;0
AMEDE;1370;0
AMEDEA;0;71
AMEDEE;7934;621
AMEDEO;192;0
AMEDI;55;0
AMEDINE;0;154
AMEDY;80;0
AMEEN;29;0
AMEENA;0;38
AMEER;28;0
AMEERA;0;26
AMEL;137;12216
AMELA;0;162
AMELE;0;495
AMELI;0;33
AMELIA;0;15179
AMELIANE;0;73
AMELIE;123;98773
AMELIE-ANNE;0;21
AMELIEN;345;0
AMELIN;28;0
AMELINA;0;612
AMELINE;0;2414
AMELIO;76;0
AMELIUS;110;0
AMELIYA;0;27
AMELL;0;26
AMELLE;0;1532
AMELLIA;0;39
AMELLYA;0;27
AMELY;0;442
AMELYA;0;1292
AMELYNE;0;195
AMELYS;0;216
AMEN;125;47
AMEN-ALLAH;41;0
AMENA;0;97
AMENADIEL;54;0
AMENALLAH;34;0
AMENAN;0;24
AMENATA;0;22
AMENDINE;0;26
AMENI;0;147
AMENIE;0;41
AMENIS;0;44
AMER;137;0
AMERICA;0;49
AMERICO;275;0
AMERIGO;28;0
AMEROUCHE;24;0
AMERY;20;0
AMET;22;0
AMETH;32;0
AMETHYS;0;62
AMETHYSTE;0;142
AMETS;40;0
AMEUR;220;0
AMEZIANE;86;0
AMI;0;261
AMICA;0;20
AMICIA;0;28
AMICIE;0;693
AMID;106;0
AMIDA;22;68
AMIDE;25;0
AMIDOU;136;0
AMIE;0;69
AMIEL;188;0
AMIL;68;0
AMILA;0;59
AMILCAR;209;0
AMILIA;0;65
AMILYA;0;29
AMIN;3636;0
AMINA;0;14380
AMINAH;0;140
AMINAT;0;95
AMINATA;0;8421
AMINATOU;0;158
AMINE;25054;303
AMINE-MOHAMED;23;0
AMINETA;0;22
AMINTA;0;50
AMINTHE;0;144
AMIR;17279;0
AMIRA;0;8924
AMIRAH;0;64
AMIRDINE;49;0
AMIRE;100;0
AMIRKHAN;34;0
AMIROUCHE;138;0
AMIT;46;0
AMITA;0;25
AMJAD;1335;0
AMJED;274;0
AMLA;0;29
AMMA;0;43
AMMAR;624;0
AMMARA;0;58
AMMARIA;0;59
AMMEL;0;26
AMNA;0;664
AMNAH;0;28
AMNAY;50;0
AMODE;89;0
AMOKRANE;69;0
AMON;102;0
AMOR;478;0
AMORI;51;0
AMORINE;0;20
AMORO;27;0
AMORY;590;0
AMOS;426;0
AMOUR;495;287
AMPARO;0;431
AMR;138;0
AMRA;0;272
AMRAM;31;0
AMRAN;95;0
AMRANE;158;0
AMRE;28;0
AMREEN;0;21
AMRI;61;0
AMRINE;0;29
AMRITA;0;66
AMRO;48;0
AMSATOU;0;35
AMY;22;4022
AMY-ROSE;0;21
AMYAS;34;0
AMYCIE;0;21
AMYN;114;0
AMYNA;0;103
AMYNATA;0;50
AMYNE;98;0
AMYR;126;0
AMYRA;0;123
AMYTIS;0;22
AMZA;167;0
AN;62;58
AN-ICHA;0;40
AN-ICHAT;0;42
ANA;0;12145
ANA-BELA;0;155
ANA-BELLA;0;23
ANA-CAROLINA;0;20
ANA-CHRISTINA;0;32
ANA-CLARA;0;40
ANA-CRISTINA;0;104
ANA-ISABEL;0;48
ANA-LOU;0;63
ANA-LUCIA;0;81
ANA-LUISA;0;34
ANA-MARIA;0;770
ANA-MARIE;0;21
ANA-PAOLA;0;35
ANA-PAULA;0;128
ANA-ROSA;0;23
ANA-ROSE;0;71
ANA-SOFIA;0;58
ANABEL;0;637
ANABELA;0;810
ANABELE;0;36
ANABELLA;0;349
ANABELLE;0;2557
ANABIA;0;61
ANACLET;201;0
ANACLETO;20;0
ANAE;0;10101
ANAEE;0;237
ANAEL;2774;1746
ANAELE;0;548
ANAELI;0;20
ANAELL;0;28
ANAELLA;0;23
ANAELLE;0;25278
ANAH;0;87
ANAHE;0;272
ANAHI;0;183
ANAHID;0;112
ANAHIDE;0;94
ANAHIT;0;129
ANAHITA;0;209
ANAHY;0;31
ANAHYA;0;24
ANAIA;0;522
ANAICK;68;257
ANAID;0;40
ANAIDE;0;125
ANAIG;0;222
ANAIK;0;177
ANAIKA;0;76
ANAIS;0;136463
ANAISA;0;70
ANAISE;0;1020
ANAISS;0;24
ANAISSA;0;92
ANAISSE;0;67
ANAITA;0;32
ANAIZ;0;26
ANAKIM;37;0
ANAKIN;469;0
ANAKINE;55;0
ANAKYN;61;0
ANALIA;0;279
ANALIE;0;118
ANALINE;0;33
ANALOU;0;30
ANALUCIA;0;23
ANALY;0;26
ANALYA;0;155
ANALYNE;0;20
ANAM;0;45
ANAMARIA;0;65
ANAMIKA;0;31
ANAND;86;0
ANANDA;73;202
ANANDI;0;25
ANANE;0;31
ANANYA;0;64
ANAR;26;0
ANAROSE;0;23
ANAROZE;0;25
ANAS;11048;0
ANASE;23;0
ANASER;34;0
ANASS;2359;0
ANASSE;406;0
ANASTACIA;0;188
ANASTASE;553;48
ANASTASIA;0;8173
ANASTASIE;42;3106
ANASTASIJA;0;70
ANASTASIO;36;0
ANASTASIYA;0;45
ANASTASSIA;0;318
ANASTASYA;0;137
ANASTAZIA;0;115
ANASTAZJA;0;29
ANASTHASE;162;0
ANASTHASIA;0;413
ANASTHASIE;0;496
ANATALIE;0;35
ANATH;0;39
ANATHALIE;0;118
ANATHILDE;0;27
ANATOL;81;0
ANATOLE;9996;127
ANATOLI;28;0
ANATOLIA;0;20
ANATOLIE;0;243
ANATOLINE;0;109
ANAVAI;0;30
ANAYA;0;1522
ANAYAH;0;202
ANAYS;0;218
ANCA;0;29
ANCEL;24;0
ANCELIN;454;0
ANCELINE;0;71
ANCOLIE;0;29
ANCUTA;0;22
ANDA;0;25
ANDDE;72;0
ANDDY;78;0
ANDEOL;297;0
ANDER;137;0
ANDERS;98;0
ANDERSON;970;0
ANDGEL;248;50
ANDGELINA;0;111
ANDGELO;27;0
ANDGIE;0;28
ANDGY;31;21
ANDHREE;0;21
ANDHY;23;0
ANDI;187;0
ANDIE;0;184
ANDIL;23;0
ANDJALI;0;33
ANDJALY;0;37
ANDJEL;24;0
ANDJELA;0;88
ANDJELINA;0;44
ANDJI;43;0
ANDJOUZA;0;23
ANDJY;71;0
ANDO;70;28
ANDOCHE;250;140
ANDONI;735;0
ANDONY;47;0
ANDORA;0;23
ANDRA;0;160
ANDRADA;0;39
ANDRANIK;44;0
ANDRE;712410;625
ANDRE-CLAUDE;27;0
ANDRE-FRANCOIS;26;0
ANDRE-JEAN;53;0
ANDRE-LOUIS;43;0
ANDRE-LUC;27;0
ANDRE-MARC;26;0
ANDRE-MARIE;119;0
ANDRE-MICHEL;40;0
ANDRE-PAUL;24;0
ANDRE-PHILIPPE;29;0
ANDRE-PIERRE;175;0
ANDRE-YVES;21;0
ANDREA;12319;48016
ANDREAN;21;0
ANDREANA;0;47
ANDREANE;0;317
ANDREANNE;0;233
ANDREAS;4424;49
ANDREE;122;215429
ANDREE-ANNE;0;45
ANDREE-MARIE;0;28
ANDREEA;0;315
ANDREI;843;0
ANDREIA;0;764
ANDREINA;0;76
ANDREJ;52;0
ANDREJA;22;0
ANDRELINE;0;107
ANDRENA;0;33
ANDREO;37;0
ANDRES;1132;0
ANDRESE;0;33
ANDRESIA;0;20
ANDRESINE;0;90
ANDRESSA;0;41
ANDRETTE;0;66
ANDREUS;25;0
ANDREW;3930;0
ANDREWS;55;0
ANDREY;67;38
ANDREZE;0;39
ANDRIA;567;43
ANDRIAN;38;0
ANDRIANA;0;84
ANDRIANO;44;0
ANDRIC;52;0
ANDRICK;40;0
ANDRIEN;30;0
ANDRIENNE;0;23
ANDRIJA;53;0
ANDRIJANA;0;31
ANDRINA;0;42
ANDRINE;0;68
ANDRIS;30;0
ANDRISE;0;20
ANDRO;54;0
ANDROU;25;0
ANDRY;338;0
ANDRZEJ;32;0
ANDY;12315;187
ANE;0;23
ANEA;0;121
ANEFEL;0;29
ANEIA;0;35
ANEL;106;38
ANELA;0;71
ANELIA;0;342
ANELIE;0;110
ANELINE;0;54
ANELISE;0;127
ANELKA;24;0
ANELLA;0;125
ANELLE;0;37
ANELOR;27;0
ANELYA;0;301
ANELYNE;0;35
ANELYSE;0;145
ANEMONE;0;235
ANES;1790;0
ANESA;0;40
ANESIE;0;56
ANESS;364;0
ANESSA;0;115
ANESSE;28;0
ANETA;0;46
ANETTE;0;350
ANEYA;0;85
ANFAAL;0;21
ANFAL;0;297
ANFALE;0;35
ANFANE;57;0
ANFEL;0;428
ANFELLE;0;20
ANFIA;0;28
ANFINA;0;24
ANGE;19182;2649
ANGE-ANTOINE;23;0
ANGE-BAPTISTE;32;0
ANGE-EMMANUEL;36;0
ANGE-FRANCOIS;72;0
ANGE-GABRIEL;24;0
ANGE-LINE;0;84
ANGE-LOUIS;29;0
ANGE-LYNE;0;28
ANGE-MARIE;360;290
ANGE-MATHIEU;33;0
ANGE-MICHEL;34;0
ANGE-PAUL;26;0
ANGE-PIERRE;46;0
ANGE-TOUSSAINT;34;0
ANGEBERT;85;0
ANGEL;8381;977
ANGELA;0;9645
ANGELBERT;71;0
ANGELE;240;72005
ANGELES;0;185
ANGELI;77;61
ANGELIA;0;226
ANGELICA;0;1537
ANGELIE;0;346
ANGELIEN;23;0
ANGELIKA;0;398
ANGELIN;685;0
ANGELINA;0;22695
ANGELINE;0;14822
ANGELINES;0;26
ANGELINO;353;0
ANGELIQUA;0;122
ANGELIQUE;0;92156
ANGELIS;22;0
ANGELITA;0;270
ANGELITO;98;0
ANGELLA;0;291
ANGELLE;0;252
ANGELLINA;0;43
ANGELLO;99;0
ANGELO;13474;0
ANGELOS;21;0
ANGELY;182;93
ANGELYNA;0;209
ANGELYNE;0;230
ANGELYS;0;36
ANGES;68;52
ANGGUN;0;47
ANGHARAD;0;23
ANGHJULA;0;32
ANGHJULA-MARIA;0;24
ANGHJULINA;0;162
ANGHJULU;65;0
ANGI;30;0
ANGIE;100;2671
ANGIOLINA;0;68
ANGUELINA;0;24
ANGUERAN;29;0
ANGUERRAND;21;0
ANGUS;412;0
ANGY;307;264
ANH;230;164
ANH-THU;0;30
ANH-TUAN;45;0
ANI;0;284
ANIA;0;1963
ANIBAL;113;0
ANIC;0;272
ANICA;0;137
ANICE;240;63
ANICEE;0;221
ANICET;2255;192
ANICETO;27;0
ANICETTE;0;783
ANICHA;0;123
ANICIA;0;270
ANICK;38;2810
ANIDA;0;45
ANIE;0;681
ANIECE;0;21
ANIEL;187;0
ANIELA;0;528
ANIELE;0;37
ANIELLA;0;48
ANIELLE;0;121
ANIELLO;37;0
ANIFA;0;136
ANIK;67;395
ANIKA;0;255
ANIKI;20;0
ANIL;567;0
ANILA;0;93
ANILSON;33;0
ANIMA;0;33
ANINA;0;44
ANIQUE;0;114
ANIR;584;0
ANIS;10257;61
ANISA;0;476
ANISE;53;345
ANISH;78;0
ANISHA;0;105
ANISHKA;0;21
ANISIA;0;49
ANISS;1015;0
ANISSA;0;19249
ANISSAH;0;52
ANISSATI;0;23
ANISSE;733;0
ANISSIA;0;254
ANISSYA;0;37
ANISTON;0;21
ANITA;0;29703
ANITE;0;142
ANITHA;0;105
ANITTA;0;21
ANIYA;0;118
ANIYAH;0;23
ANJA;0;338
ANJALI;0;511
ANJALIE;0;81
ANJALY;0;84
ANJANA;0;70
ANJARA;42;45
ANJEL;32;0
ANJELA;0;71
ANJELINA;0;28
ANJIE;0;21
ANJU;0;30
ANJULI;0;20
ANKA;0;62
ANKE;0;21
ANLI;122;0
ANLIA;0;29
ANLIATI;0;21
ANLYA;0;21
ANMAR;27;0
ANN;0;597
ANN-AEL;0;24
ANN-CHARLOTTE;0;31
ANN-GAELLE;0;32
ANN-LAURE;0;52
ANN-LISE;0;23
ANN-SOPHIE;0;94
ANNA;0;121954
ANNA-BELLA;0;81
ANNA-BELLE;0;48
ANNA-CARLA;0;27
ANNA-CAROLINE;0;22
ANNA-CHRISTINA;0;70
ANNA-CHRISTINE;0;25
ANNA-CLARA;0;41
ANNA-DEA;0;82
ANNA-GAELLE;0;39
ANNA-ISABELLE;0;24
ANNA-JULIA;0;29
ANNA-LAURA;0;21
ANNA-LEA;0;44
ANNA-LENA;0;34
ANNA-LESIA;0;38
ANNA-LIA;0;48
ANNA-LINE;0;35
ANNA-LISA;0;103
ANNA-LIVIA;0;119
ANNA-LOU;0;199
ANNA-LOUISA;0;29
ANNA-LOUISE;0;87
ANNA-LUCIA;0;67
ANNA-MAE;0;20
ANNA-MARIA;0;1485
ANNA-MARIE;0;265
ANNA-MAY;0;36
ANNA-PAOLA;0;58
ANNA-PAULA;0;64
ANNA-RITA;0;35
ANNA-ROSA;0;35
ANNA-ROSE;0;419
ANNA-SARAH;0;20
ANNA-SOFIA;0;26
ANNA-SOPHIA;0;27
ANNA-VICTORIA;0;44
ANNABEL;0;2360
ANNABELA;0;35
ANNABELE;0;27
ANNABELLA;0;718
ANNABELLE;0;18616
ANNAE;0;432
ANNAEL;33;409
ANNAELE;0;64
ANNAELLE;0;5776
ANNAH;0;528
ANNAIC;0;28
ANNAICK;0;1125
ANNAIG;0;1088
ANNAIK;0;353
ANNAIS;0;310
ANNALIA;0;87
ANNALIE;0;33
ANNALINE;0;29
ANNALISA;0;102
ANNALYA;0;46
ANNALYNE;0;50
ANNAMARIA;0;33
ANNAS;69;0
ANNASTASIA;0;62
ANNAYA;0;91
ANNAYAH;0;33
ANNE;334;364227
ANNE-AEL;0;28
ANNE-ALEXANDRA;0;28
ANNE-ALICE;0;30
ANNE-AMELIE;0;29
ANNE-ASTRID;0;42
ANNE-AUDREY;0;68
ANNE-AURELIE;0;55
ANNE-AURORE;0;66
ANNE-AYMONE;0;94
ANNE-BEATRICE;0;121
ANNE-BENEDICTE;0;162
ANNE-BERANGERE;0;31
ANNE-BERENGERE;0;39
ANNE-BLANCHE;0;25
ANNE-BLANDINE;0;30
ANNE-BRIGITTE;0;49
ANNE-CAMILLE;0;203
ANNE-CAPUCINE;0;32
ANNE-CARINE;0;29
ANNE-CAROLE;0;249
ANNE-CAROLINE;0;703
ANNE-CATHERINE;0;1976
ANNE-CECILE;0;4296
ANNE-CELINE;0;557
ANNE-CHANTAL;0;134
ANNE-CHARLINE;0;29
ANNE-CHARLOTTE;0;4207
ANNE-CHLOE;0;80
ANNE-CHRISTEL;0;47
ANNE-CHRISTELLE;0;155
ANNE-CHRISTIE;0;21
ANNE-CHRISTINE;0;1128
ANNE-CLAIRE;0;6133
ANNE-CLARISSE;0;30
ANNE-CLAUDE;0;829
ANNE-CLEMENCE;0;168
ANNE-CLOTHILDE;0;30
ANNE-CLOTILDE;0;89
ANNE-COLETTE;0;29
ANNE-COLOMBE;0;29
ANNE-CONSTANCE;0;95
ANNE-CORALIE;0;28
ANNE-DAUPHINE;0;31
ANNE-DELPHINE;0;24
ANNE-DOMINIQUE;0;193
ANNE-DOROTHEE;0;26
ANNE-ELEONORE;0;31
ANNE-ELISABETH;0;667
ANNE-ELISE;0;232
ANNE-ELIZABETH;0;49
ANNE-ELODIE;0;82
ANNE-EMILIE;0;98
ANNE-EMMANUELLE;0;565
ANNE-ESTELLE;0;67
ANNE-ESTHER;0;39
ANNE-EVA;0;57
ANNE-FLEUR;0;311
ANNE-FLORE;0;771
ANNE-FLORENCE;0;238
ANNE-FRANCE;0;982
ANNE-FRANCOISE;0;1827
ANNE-FREDERIQUE;0;228
ANNE-GABRIELLE;0;183
ANNE-GAEL;0;191
ANNE-GAELE;0;32
ANNE-GAELLE;0;2974
ANNE-GENEVIEVE;0;80
ANNE-HELENE;0;808
ANNE-HELOISE;0;33
ANNE-ISABELLE;0;452
ANNE-JEANNE;0;20
ANNE-JOELLE;0;57
ANNE-JOSE;0;36
ANNE-JOSEE;0;30
ANNE-JOSEPHE;0;22
ANNE-JULIE;0;434
ANNE-JULIETTE;0;75
ANNE-JUSTINE;0;23
ANNE-KARINE;0;124
ANNE-KATELL;0;30
ANNE-KELLY;0;37
ANNE-LAETITIA;0;24
ANNE-LAURE;0;20496
ANNE-LAURENCE;0;358
ANNE-LAURIE;0;47
ANNE-LEA;0;39
